City,Lat,Lng,Max_temp,Humidity,Cloudiness,Wind_speed,Country,Date
ponta do sol,32.6667,-17.1,66.2,59,20,17.27,PT,1621056306
pontarlier,46.8333,6.25,44.01,88,96,1.99,FR,1621056447
port alfred,-33.5906,26.891,62.85,84,45,9.66,ZA,1621056277
port elizabeth,-33.918,25.5701,62.6,77,0,8.05,ZA,1621056285
port hardy,50.6996,-127.4199,48.2,76,20,6.91,CA,1621056397
port hedland,-20.3167,118.5667,89.6,14,58,18.41,AU,1621056389
port lincoln,-34.7333,135.8667,57.97,62,97,10.96,AU,1621056291
port said,31.2565,32.2841,71.6,78,0,6.91,EG,1621056330
port-cartier,50.0334,-66.8654,41.0,56,40,8.05,CA,1621056374
portland,45.5234,-122.6762,64.0,55,20,13.8,US,1621055754
porto novo,6.4965,2.6036,82.4,89,20,6.91,BJ,1621056439
praia,14.9215,-23.5087,73.4,56,0,14.97,CV,1621056448
praia da vitoria,38.7333,-27.0667,66.2,88,20,13.62,PT,1621056252
praid,46.55,25.1333,52.0,93,20,5.75,RO,1621056403
prince rupert,54.3161,-130.3201,50.0,81,90,2.13,CA,1621056455
provideniya,64.3833,-173.3,46.08,55,73,12.53,RU,1621056290
puchezh,56.9788,43.1676,59.34,91,97,9.51,RU,1621056309
puerto ayora,-0.7393,-90.3518,75.99,92,29,5.35,EC,1621056320
puerto cabezas,14.0351,-83.3888,77.31,87,85,8.21,NI,1621056269
puerto carreno,6.189,-67.4859,80.29,71,96,3.22,CO,1621056200
puerto del rosario,28.5004,-13.8627,66.2,77,20,27.63,ES,1621056430
puerto leguizamo,-0.1934,-74.7819,71.4,99,94,2.1,CO,1621056418
puerto madero,14.7208,-92.4215,81.05,83,71,7.07,MX,1621056384
puerto madryn,-42.7692,-65.0385,56.48,57,33,10.51,AR,1621056349
punta arenas,-53.15,-70.9167,46.4,87,90,13.8,CL,1621056264
puri,19.8,85.85,91.4,62,75,16.11,IN,1621056289
pyshma,56.9523,63.2513,78.84,36,36,9.62,RU,1621056438
qaanaaq,77.484,-69.3632,26.56,86,99,5.84,GL,1621056313
qeshm,26.9581,56.2719,96.8,34,0,6.91,IR,1621056396
quang ngai,15.1167,108.8,95.83,50,16,16.37,VN,1621056237
quelimane,-17.8786,36.8883,69.73,90,9,4.18,MZ,1621056369
qui nhon,13.7667,109.2333,87.31,68,49,13.98,VN,1621056441
quimper,48.0,-4.1,51.8,93,90,8.05,FR,1621056356
rafaela,-31.2503,-61.4867,51.01,53,1,5.17,AR,1621056426
raga,8.4596,25.678,75.04,74,78,4.18,SS,1621056269
rajauri,33.3833,74.3,75.92,42,100,6.35,IN,1621056309
raudeberg,61.9875,5.1352,53.01,86,100,8.63,NO,1621056393
rawson,-43.3002,-65.1023,53.49,68,2,5.35,AR,1621056308
remanso,-9.6179,-42.0831,75.74,68,98,13.4,BR,1621056352
ribeira grande,38.5167,-28.7,64.98,91,83,20.69,PT,1621056287
richards bay,-28.783,32.0377,61.86,48,0,5.48,ZA,1621056320
rikitea,-23.1203,-134.9692,75.2,63,96,21.88,PF,1621056258
rio gallegos,-51.6226,-69.2181,48.2,87,75,5.75,AR,1621056318
rio grande,-32.035,-52.0986,54.45,75,20,3.33,BR,1621056344
rio hondo,15.0667,-89.5833,71.37,93,17,2.33,GT,1621056421
road town,18.4167,-64.6167,79.0,90,25,4.0,VG,1621056088
roanoke rapids,36.4615,-77.6542,48.99,93,1,3.91,US,1621056332
roma,43.2128,-75.4557,44.01,75,1,0.72,US,1621056357
romitan,39.9343,64.3814,80.6,22,0,20.71,UZ,1621056437
rongcheng,30.634,117.8517,89.11,64,98,9.01,CN,1621056456
rorvik,64.8621,11.2373,48.31,81,89,10.78,NO,1621056272
roswell,34.0232,-84.3616,59.0,87,75,3.58,US,1621056069
ryabovo,59.4,31.1333,60.8,63,0,6.71,RU,1621056398
sabzevar,36.2126,57.6819,73.4,23,0,11.5,IR,1621056265
safaga,26.7292,33.9365,75.2,17,0,5.75,EG,1621056287
saint george,37.1041,-113.5841,82.4,7,1,3.71,US,1621056294
saint-augustin,51.226,-58.6502,40.89,81,90,9.91,CA,1621056354
saint-joseph,-21.3667,55.6167,80.6,54,0,17.27,RE,1621056429
saint-philippe,-21.3585,55.7679,80.6,54,0,17.27,RE,1621056266
saint-pierre,-21.3393,55.4781,80.6,54,0,17.27,RE,1621056347
sakaiminato,35.55,133.2333,82.4,54,75,11.5,JP,1621056287
salalah,17.0151,54.0924,87.8,66,20,3.44,OM,1621056352
saldanha,-33.0117,17.9442,59.0,94,61,11.5,ZA,1621056007
sale,34.0389,-6.8166,55.99,100,75,3.44,MA,1621056267
salina,38.8403,-97.6114,62.6,77,1,6.91,US,1621056437
sambava,-14.2667,50.1667,78.55,78,39,13.53,MG,1621056291
sampit,-2.5333,112.95,87.15,69,54,3.56,ID,1621056322
san cristobal,7.7669,-72.225,78.8,69,20,2.3,VE,1621056312
san patricio,28.017,-97.5169,77.0,83,75,9.22,US,1621056315
san quintin,30.4833,-115.95,48.0,6,10,10.0,MX,1621056305
santa barbara,34.7333,-120.0343,55.0,82,90,3.44,US,1621056424
santa cruz,-17.8,-63.1667,67.01,72,46,2.46,BO,1621056256
santa fe,-31.6333,-60.7,55.0,83,1,4.94,AR,1621056425
santa rosa,14.3122,121.1114,93.99,63,56,4.0,PH,1621056391
sao filipe,14.8961,-24.4956,74.91,67,50,9.82,CV,1621056333
sao gabriel da cachoeira,-0.1303,-67.0892,72.41,99,100,1.41,BR,1621056386
sao joao da barra,-21.6403,-41.0511,68.79,69,100,4.16,BR,1621056432
sao jose da coroa grande,-8.8978,-35.1478,76.75,81,92,10.71,BR,1621056376
saryg-sep,51.5,95.6,57.9,36,98,9.4,RU,1621056259
saskylakh,71.9167,114.0833,30.11,96,100,19.95,RU,1621056319
saurimo,-9.6608,20.3916,58.17,74,2,4.54,AO,1621056346
senanga,-16.1167,23.2667,54.59,54,8,3.51,ZM,1621056366
sept-iles,50.2001,-66.3821,41.0,56,40,8.05,CA,1621056182
severo-kurilsk,50.6789,156.125,42.01,63,0,3.94,RU,1621056270
shar,49.5886,81.0453,65.5,37,26,10.65,KZ,1621056379
shellbrook,53.2168,-106.4011,48.2,87,75,4.61,CA,1621056312
sicuani,-14.2694,-71.2261,43.59,82,100,1.54,PE,1621056348
sinjar,36.3209,41.8754,83.55,15,1,4.21,IQ,1621056392
sinnamary,5.3833,-52.95,76.35,87,98,5.84,GF,1621056279
sisimiut,66.9395,-53.6735,33.64,87,100,5.68,GL,1621056357
sistranda,63.7256,8.834,55.4,71,0,14.97,NO,1621056412
sitka,57.0531,-135.33,48.2,87,75,5.75,US,1621056376
siverek,37.755,39.3167,73.4,33,0,5.75,TR,1621056282
skagen,57.7209,10.5839,52.0,94,100,10.0,DK,1621056326
sohag,26.557,31.6948,77.0,22,0,10.36,EG,1621056303
sola,-13.8833,167.55,81.9,72,23,8.08,VU,1621056382
somerset,40.5668,-74.5496,57.99,81,1,3.0,US,1621056245
somerset west,-34.084,18.8211,62.6,94,75,18.41,ZA,1621056403
souillac,-20.5167,57.5167,78.8,69,40,11.5,MU,1621056342
springdale,36.1867,-94.1288,57.99,67,1,4.61,US,1621056125
srednekolymsk,67.45,153.6833,34.41,82,91,6.44,RU,1621056274
stephenville,32.2207,-98.2023,66.2,77,1,6.91,US,1621056378
sukhumi,43.0033,41.0153,69.06,64,1,3.89,GE,1621056385
sur,22.5667,59.5289,92.43,46,9,2.39,OM,1621056189
swan hill,-35.3378,143.5544,58.37,29,36,14.83,AU,1621056410
tabas,33.5959,56.9244,77.56,14,3,1.68,IR,1621056383
tabou,4.423,-7.3528,78.62,85,27,4.79,CI,1621056372
taksimo,56.3444,114.8794,57.94,26,3,4.76,RU,1621056343
talnakh,69.4865,88.3972,22.37,84,50,12.06,RU,1621056353
taltal,-25.4,-70.4833,65.01,75,21,3.33,CL,1621056313
tasiilaq,65.6145,-37.6368,23.0,93,20,3.89,GL,1621056262
tautira,-17.7333,-149.15,80.6,65,75,6.91,PF,1621056358
tefe,-3.3542,-64.7114,72.32,99,100,1.86,BR,1621056463
ternate,0.8,127.4,83.82,76,90,5.08,ID,1621056434
tevaitoa,-16.7833,-151.5,82.17,75,100,15.99,PF,1621056371
the valley,18.217,-63.0578,79.0,83,75,9.22,AI,1621056427
thompson,55.7435,-97.8558,24.8,93,90,6.91,CA,1621056295
tianpeng,30.9866,103.9393,73.4,56,0,4.47,CN,1621056455
tiarei,-17.5333,-149.3333,80.6,65,75,6.91,PF,1621056446
tigil,57.8,158.6667,42.89,67,100,15.39,RU,1621056286
tignoan,14.5647,121.6197,95.0,52,20,10.36,PH,1621056434
tiksi,71.6872,128.8694,35.89,97,100,10.8,RU,1621056389
timmins,48.4669,-81.3331,44.6,81,75,2.3,CA,1621056322
tingo maria,-9.2895,-76.0088,67.05,97,15,1.99,PE,1621056409
tombouctou,20.0,-3.0,84.22,12,2,9.93,ML,1621056393
torbay,47.6666,-52.7314,39.99,93,90,8.05,CA,1621056374
touros,-5.1989,-35.4608,73.4,94,40,3.44,BR,1621056331
tranas,58.0372,14.9782,50.0,93,90,1.14,SE,1621056310
troitskiy,57.0603,63.7481,79.61,35,50,8.9,RU,1621056416
tromso,69.6496,18.957,44.01,65,75,5.55,NO,1621056298
tual,-5.6667,132.75,83.37,75,100,18.95,ID,1621056401
tuatapere,-46.1333,167.6833,48.0,63,86,11.99,NZ,1621056327
tucuma,-0.1833,-50.05,73.38,98,100,3.2,BR,1621056440
tuktoyaktuk,69.4541,-133.0374,32.0,86,40,13.8,CA,1621056260
tura,25.5198,90.2201,84.76,56,16,5.5,IN,1621056359
turkistan,43.0,68.0,73.6,23,0,36.93,KZ,1621056339
turukhansk,65.8167,87.9833,30.54,67,81,18.66,RU,1621056410
tyazhinskiy,56.116,88.524,57.38,49,100,19.66,RU,1621056364
udachnyy,66.4167,112.4,35.51,99,100,0.92,RU,1621056382
uga,5.9358,7.0793,72.34,97,61,0.36,NG,1621056462
umm lajj,25.0213,37.2685,83.1,56,0,7.4,SA,1621056268
upernavik,72.7868,-56.1549,23.83,80,67,4.88,GL,1621056363
urucara,-2.5364,-57.76,72.54,98,97,2.62,BR,1621056270
ushuaia,-54.8,-68.3,46.4,61,20,13.8,AR,1621056076
ust-kuyga,70.0167,135.6,38.73,96,59,6.08,RU,1621056271
vadso,70.0744,29.7487,32.0,93,90,9.22,NO,1621056458
vaini,-21.2,-175.2,78.8,83,75,6.91,TO,1621056321
valparaiso,-33.0393,-71.6273,55.0,80,100,8.1,CL,1621056326
vao,-22.6667,167.4833,75.88,82,20,13.42,NC,1621056415
varlamovo,53.1897,48.4226,73.18,40,64,9.19,RU,1621056422
verkhovazhye,60.7472,42.0465,64.42,63,74,4.72,RU,1621056381
vestmannaeyjar,63.4427,-20.2734,39.83,67,32,14.43,IS,1621056422
victoria,22.2855,114.1577,89.6,62,40,11.5,HK,1621056162
vila franca do campo,37.7167,-25.4333,64.4,94,90,13.8,PT,1621056307
villacarrillo,38.1156,-3.0848,59.0,57,67,0.87,ES,1621056395
vista hermosa,19.5167,-99.2167,64.0,63,90,5.75,MX,1621056449
vytegra,61.0064,36.4481,61.32,64,14,6.8,RU,1621056453
waipawa,-41.4122,175.5153,60.8,77,0,11.5,NZ,1621056289
walvis bay,-22.9575,14.5053,57.2,38,0,4.61,NA,1621056274
warri,5.5167,5.75,76.08,91,47,1.72,NG,1621056311
warrington,53.3925,-2.5802,51.8,93,90,6.91,GB,1621056440
wasilla,61.5814,-149.4394,54.0,47,90,4.61,US,1621056368
watertown,42.3709,-71.1828,59.0,54,20,3.27,US,1621056089
weatherford,32.7593,-97.7972,64.99,78,3,1.99,US,1621056217
wenshang,35.7275,116.4961,83.52,48,100,5.39,CN,1621056452
westport,41.1415,-73.3579,59.0,58,1,4.61,US,1621056340
whitehorse,60.7161,-135.0538,48.0,36,40,4.61,CA,1621056411
wladyslawowo,54.7909,18.4009,55.0,87,75,3.44,PL,1621056432
woodward,36.4337,-99.3904,64.4,77,1,13.8,US,1621056454
wukari,7.85,9.7833,75.52,90,73,3.53,NG,1621056446
xining,36.6167,101.7667,46.96,74,100,4.41,CN,1621056316
xuddur,4.1213,43.8894,78.08,62,0,21.03,SO,1621056315
yaan,7.3833,8.5667,75.0,93,77,5.17,NG,1621056391
yellowknife,62.456,-114.3525,28.4,69,90,10.36,CA,1621056288
yenagoa,4.9247,6.2642,75.58,93,63,1.03,NG,1621056428
yeppoon,-23.1333,150.7333,78.8,21,0,8.05,AU,1621056404
zhanaozen,43.3,52.8,79.93,22,1,13.98,KZ,1621056422
zheleznodorozhnyy,55.7503,38.0042,66.2,88,0,2.24,RU,1621056314
zhigansk,66.7697,123.3711,52.45,44,100,19.22,RU,1621056394
zhongxing,33.7039,118.6792,71.35,97,100,4.63,CN,1621056328
zuwarah,32.9312,12.082,66.78,78,0,18.3,LY,1621056320
